,EudraCT Number:,Country,Member State,Start Date,End Date,Trial Status:,Therapeutic area,Main objective of the trial,Trial Scope,Trial Phase,Age Group,Gender
14342,2008-005354-20,Spain,Spain - AEMPS,2016-03-18,2019-07-30,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],Evaluation of the efficacy of vortioxetine 10 mg/day and 20 mg/day versus placebo on depressive symptoms in adolescents with a DSM-5? diagnosis of MDD. Evaluación de la eficacia de 10 mg/día y de 20 mg/día de vortioxetina en comparación con placebo sobre los síntomas depresivos en adolescentes con TDM según el DSM-5?.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adolescents (12-17 years),"Female, Male"
14344,2008-005354-20,Denmark,France - ANSM,2016-05-03,2019-07-30,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],Evaluation of the efficacy of vortioxetine 10 mg/day and 20 mg/day versus placebo on depressive symptoms in adolescents with a DSM-5™ diagnosis of MDD. Évaluer l'efficacité de la vortioxétine 10 mg/jour et 20 mg/jour contre placebo sur les symptômes de dépression chez des adolescents ayant un diagnostic de TDM selon les critères du DSM-5™.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adolescents (12-17 years),"Female, Male"
14351,2008-005354-20,Denmark,Latvia - SAM,2015-11-26,2019-07-30,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],Evaluation of the efficacy of vortioxetine 10 mg/day and 20 mg/day versus placebo on depressive symptoms in adolescents with a DSM-5™ diagnosis of MDD.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adolescents (12-17 years),"Female, Male"
14353,2008-005354-20,Denmark,Poland - Office for Medicinal Products,2016-04-15,2019-07-30,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],Evaluation of the efficacy of vortioxetine 10 mg/day and 20 mg/day versus placebo on depressive symptoms in adolescents with a DSM-5™ diagnosis of MDD.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adolescents (12-17 years),"Female, Male"
14357,2008-005354-20,Denmark,Belgium - FPS Health-DGM,2016-03-30,2021-03-31,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],Evaluation of the efficacy of vortioxetine 10 mg/day and 20 mg/day versus placebo on depressive symptoms in adolescents with a DSM-5™ diagnosis of MDD.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adolescents (12-17 years),"Female, Male"
14358,2008-005354-20,Denmark,UK - MHRA,2016-02-16,2019-07-30,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],Evaluation of the efficacy of vortioxetine 10 mg/day and 20 mg/day versus placebo on depressive symptoms in adolescents with a DSM-5™ diagnosis of MDD.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adolescents (12-17 years),"Female, Male"
14393,2011-006228-19,Denmark,Denmark - DHMA,2012-03-20,2014-10-01,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To investigate whether or not there is a difference in the treament effect of Venlafaxine and Sertraline on PTSD symptoms in traumatized refugees. At undersøge om der er forskel på behandlingseffekten af Venlafaxin og Sertralin på PTSD symptomer hos traumatiserede flygtninge,"Therapy, Efficacy",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
14421,2013-000970-31,Germany,Germany - BfArM,2013-10-01,2020-04-01,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary hypothesis of this confirmatory study is that lithium therapy will acutely decrease suicidal ideation and/or suicidal behaviour in inpatients with a major depressive episode (MDE, unipolar and bipolar disorder according to DSM IV criteria). The specific aim is to test the hypothesis that lithium plus treatment as usual (TAU), compared to placebo plus TAU, results in a significantly greater decrease in suicidal ideation and/or behaviour over 5 weeks in inpatients with MDE.","Therapy, Safety, Efficacy",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
14446,2018-003251-37,United States,UK - MHRA,2019-04-11,2020-05-29,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the efficacy of adjunctive pimavanserin compared to placebo in subjects with major depressive disorder who have an inadequate response to antidepressant therapy,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
14452,2018-003251-37,United States,Slovakia - SIDC (Slovak),2019-05-03,2020-05-29,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the efficacy of adjunctive pimavanserin compared to placebo in subjects with major depressive disorder who have an inadequate response to antidepressant therapy,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
14470,2018-003251-37,United States,Poland - Office for Medicinal Products,2019-05-16,2020-05-29,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the efficacy of adjunctive pimavanserin compared to placebo in subjects with major depressive disorder who have an inadequate response to antidepressant therapy,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
14484,2018-003251-37,United States,Finland - Fimea,2019-06-07,2020-05-29,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the efficacy of adjunctive pimavanserin compared to placebo in subjects with major depressive disorder who have an inadequate response to antidepressant therapy,"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
14712,2012-001288-58,Netherlands,Netherlands - Competent Authority,2012-03-27,,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"In this functional Magnetic Resonance Imaging (fMRI) study, the primary objective is to examine the acute effects of intranasal OT administration on emotional- and reward-related brain processes in PTSD patients compared to traumatized healthy controls. Furthermore, we aim to examine gender differences in the effects of intranasal OT administration on functional (task-specific) brain activation and in structural anatomy (i.e. volume and white matter integrity) between PTSD patients and traumatized healthy controls.  Het primaire doel van deze functionele magnetische resonantie imaging (fMRI) studie is om de acute effecten van intranasale OT toediening op emotionele en motivationele hersenprocessen te onderzoeken bij PTSS patiënten, vergeleken met gezonde, getraumatiseerde controles. Verder willen we ook onderzoeken of de effecten van intransale OT toediening op functionele (taak-specifieke) hersenactivatie en of structurele anatomie (i.e. volume en witte stof intergriteit) verschillend zijn tussen mannen en vrouwen, bij PTSS patiënten, vergeleken met gezonde, getraumatiseerde controles.","Therapy, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
14721,2021-001268-58,Hungary,Hungary - National Institute of Pharmacy,2021-03-21,,Ongoing,Psychiatry and Psychology [F] - Behavioral Disciplines and Activities [F04],Examination of the efficacy of cariprazine on negative symptoms in schizophrenia associated with mitochondrial dysfunction during 12 weeks of treatment. A cariprazine hatékonyságának vizsgálata mitochondrialis dysfunctioval társuló schizophreniában (MDS) a kezelés 12 hete alatt a negatív tünetek vonatkozásában.,"Therapy, Safety, Efficacy",Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
14914,2017-004624-30,Sweden,Sweden - MPA,2017-11-27,2019-11-05,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To examine the effects of administering tocilizumab on CNS-level biomarkers of inflammation in Major depressive disorder,Therapy,Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
14997,2017-001168-39,United States,UK - MHRA,2020-06-26,,GB - no longer in EU/EEA,Psychiatry and Psychology [F] - Mental Disorders [F03],"This study has two portions: Phase IIb and Phase III: The primary objective of the Phase IIb portion of this study is to evaluate NaBen® (sodium benzoate) (1000 mg/day) safety and effectiveness and to determine the final sample size needed in order to proceed with the Phase III part of this trial. The primary objective of the Phase III portion of this study is to evaluate the effectiveness of NaBen® (sodium benzoate) (1000 mg/day), as compared to Placebo (0 mg/day), in improving the negative and positive symptoms associated with schizophrenia in adolescents.","Therapy, Safety, Efficacy","Therapeutic exploratory (Phase II), Therapeutic confirmatory (Phase III)",Adolescents (12-17 years),"Female, Male"
15037,2017-001168-39,United States,Poland - Office for Medicinal Products,2019-10-07,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],"This study has two portions: Phase IIb and Phase III: The primary objective of the Phase IIb portion of this study is to evaluate NaBen® (sodium benzoate) (1000 mg/day) safety and effectiveness and to determine the final sample size needed in order to proceed with the Phase III part of this trial. The primary objective of the Phase III portion of this study is to evaluate the effectiveness of NaBen® (sodium benzoate) (1000 mg/day), as compared to Placebo (0 mg/day), in improving the negative and positive symptoms associated with schizophrenia in adolescents. To badanie ma dwie części: Fazę IIb i Fazę III: Celem pierwszorzędowym części będącej Fazą IIb jest ocena bezpieczeństwa i skuteczności preparatu NaBen® (benzoesan sodu) (1000 mg/dobę), a także określenie ostatecznej wielkości próby wymaganej do kontynuowania tego badania w części odpowiadającej fazie III. Celem pierwszorzędowym części będącej Fazą III jest ocena skuteczności preparatu NaBen® (benzoesan sodu) (1000 mg/dobę), w porównaniu z placebo (0 mg/dobę), pod względem redukowania objawów pozytywnych i negatywnych związanych ze schizofrenią u młodzieży.","Therapy, Safety, Efficacy","Therapeutic exploratory (Phase II), Therapeutic confirmatory (Phase III)",Adolescents (12-17 years),"Female, Male"
15200,2015-001639-19,Czech Republic,Czechia - SUKL,2015-05-04,2019-04-24,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The main objective of 4-week, double-blind and subsequent 8-week, open-label studies is to compare efficacy and tolerability of transcranial direct current stimulation and venlafaxine in the acute treatment of depression and relapse prevention.","Prophylaxis, Therapy, Safety, Efficacy",Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
15235,2012-000320-18,Netherlands,Netherlands - Competent Authority,2012-09-25,2019-07-02,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],To investigate the best treatment of the Delayed Sleep Phase Syndrome in adults with ADHD. De beste behandeling van het verlate slaapfase syndroom bij volwassenen met ADHD.,Therapy,Therapeutic use (Phase IV),Adults (18-64 years),"Female, Male"
15386,2009-018022-30,Netherlands,Denmark - DHMA,2011-02-01,2013-11-29,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective is to explore the tolerability, safety and treatment response (maintained/improved efficacy), based on total Positive and Negative Syndrome Scale (PANSS) score, of a transition to flexibly dosed paliperidone palmitate in subjects with schizophrenia previously unsuccessfully treated with oral or long-acting injectable (LAI) antipsychotics. Subjects may present either acute or non-acute symptoms of schizophrenia.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
15413,2009-018022-30,Netherlands,Sweden - MPA,2010-12-13,2013-11-29,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective is to explore the tolerability, safety and treatment response (maintained/improved efficacy), based on total Positive and Negative Syndrome Scale (PANSS) score, of a transition to flexibly dosed paliperidone palmitate in subjects with schizophrenia previously unsuccessfully treated with oral or long-acting injectable (LAI) antipsychotics. Subjects may present either acute or non-acute symptoms of schizophrenia.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
15459,2009-018022-30,Netherlands,Lithuania - SMCA,2011-06-28,2013-11-29,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective is to explore the tolerability, safety and treatment response (maintained/improved efficacy), based on total Positive and Negative Syndrome Scale (PANSS) score, of a transition to flexibly dosed paliperidone palmitate in subjects with schizophrenia previously unsuccessfully treated with oral or long-acting injectable (LAI) antipsychotics. Subjects may present either acute or non-acute symptoms of schizophrenia.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
