,EudraCT Number:,Country,Member State,Start Date,End Date,Trial Status:,Therapeutic area,Main objective of the trial,Trial Scope,Trial Phase,Age Group,Gender
22652,2015-005263-16,Austria,Spain - AEMPS,2017-06-22,,Ongoing,Diseases [C] - Nervous System Diseases [C10],"To investigate the safety and tolerability of 200mg bid and 400mg bid doses of LM11A-31-BHS (free base) administered for a period of 26 weeks in comparison to placebo. Safety will be assessed through adverse event reporting, clinical laboratory, ECG and a standard range of patient physical evaluations including a suicide severity rating scale (C-SSRS). Investigar la seguridad y la tolerabilidad de 200 mg de dosis de oferta y 400 mg de dosis de LM11A-31-BHS (base libre) administradas durante un período de 26 semanas en comparación con el placebo. La seguridad se evaluará a través de informes de acontecimientos adversos, laboratorio clínico, ECG y un rango estándar de evaluaciones físicas del paciente, incluyendo una escala de clasificación de gravedad del suicidio (C-SSRS).","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
22656,2011-005906-32,Germany,Belgium - FPS Health-DGM,2012-09-18,2017-09-21,Completed,Diseases [C] - Nervous System Diseases [C10],The objective is to test efficacy and safety of MRI-based intravenous thrombolysis with Alteplase in patients waking up with stroke symptoms or patients with unknown symptom onset.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
22678,2011-005906-32,Germany,Netherlands - Competent Authority,2015-11-19,,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],The objective is to test the efficacy and safety of MRI-based intravenous thrombolysis with Alteplase in patients waking-up with stoke symptoms or patients with unknown sumptom onset.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
22690,2011-005906-32,Germany,Spain - AEMPS,2015-03-04,2017-09-21,Completed,Diseases [C] - Nervous System Diseases [C10],The objective is to test efficacy and safety of MRI-based intravenous thrombolysis with Alteplase in patients waking up with stroke symptoms or patients with unknown symptom onset.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
22704,2011-005906-32,Germany,Germany - BfArM,2012-05-02,2017-09-21,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],The objective is to test efficacy and safety of MRI-based intravenous thrombolysis with Alteplase in patients waking up with stroke symptoms or patients with unknown symptom onset.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
22722,2019-001829-26,Spain,Spain - AEMPS,2019-11-06,,Ongoing,Diseases [C] - Nervous System Diseases [C10],• Evaluate the efficacy of eculizumab in relapsing pediatric patients with Neuromyelitis Optica Spectrum Disorder (NMOSD) in the Primary Treatment Period. •Evaluar la eficacia de eculizumab en pacientes pediátricos con trastorno del espectro de la neuromielitis óptica (TENMO) recidivante en el período de tratamiento principal.,"Therapy, Safety, Efficacy","Therapeutic exploratory (Phase II), Therapeutic confirmatory (Phase III)","Children (2-11years), Adolescents (12-17 years)","Female, Male"
22740,2018-003927-12,Spain,Spain - AEMPS,2019-01-22,2020-01-02,Completed,Diseases [C] - Nervous System Diseases [C10],To determine the efficacy of SAR442168 in reducing the number of new brain lesions reported in Magnetic Resonance Imaging (MRI) Determinar la relación dosis-respuesta de SAR442168 en la reducción del número de lesiones cerebrales activas nuevas,"Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
22745,2018-003927-12,Czech Republic,Slovakia - SIDC (Slovak),2019-01-23,,Completed,Diseases [C] - Nervous System Diseases [C10],To determine the dose-response relationship for SAR442168 to reduce the number of new active brain lesions,"Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
22748,2018-003927-12,Estonia,Estonia - SAM,2019-01-28,2020-01-02,Completed,Diseases [C] - Nervous System Diseases [C10],To determine the efficacy of SAR442168 in reducing the number of new brain lesions reported in Magnetic Resonance Imaging (MRI),"Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
22757,2019-001829-26,France,Germany - PEI,2020-01-08,,Ongoing,Diseases [C] - Nervous System Diseases [C10],• Evaluate the efficacy of eculizumab in relapsing pediatric patients with Neuromyelitis Optica Spectrum Disorder (NMOSD) in the Primary Treatment Period.,"Therapy, Safety, Efficacy","Therapeutic exploratory (Phase II), Therapeutic confirmatory (Phase III)","Children (2-11years), Adolescents (12-17 years)","Female, Male"
22760,2018-003927-12,Sweden,Sweden - MPA,2019-01-11,2020-01-20,Completed,Diseases [C] - Nervous System Diseases [C10],To determine the efficacy of SAR442168 in reducing the number of new brain lesions reported in Magnetic Resonance Imaging (MRI),"Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
22766,2018-003927-12,Netherlands,Netherlands - Competent Authority,2019-01-23,2020-01-02,Completed,Diseases [C] - Nervous System Diseases [C10],To determine the efficacy of SAR442168 in reducing the number of new brain lesions reported in Magnetic Resonance Imaging (MRI),"Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
22767,2019-001829-26,France,Italy - Italian Medicines Agency,2021-01-22,,Ongoing,Diseases [C] - Nervous System Diseases [C10],• Evaluate the efficacy of eculizumab in relapsing pediatric patients with Neuromyelitis Optica Spectrum Disorder (NMOSD) in the Primary Treatment Period. • Valutare l’efficacia di eculizumab in pazienti pediatrici recidivanti affetti da disturbo dello spettro della neuromielite ottica (NMOSD) nel periodo di trattamento primario.,"Therapy, Safety, Efficacy","Therapeutic exploratory (Phase II), Therapeutic confirmatory (Phase III)","Children (2-11years), Adolescents (12-17 years)","Female, Male"
23046,2006-005186-18,United Kingdom,Czechia - SUKL,2007-11-21,2012-09-20,Completed,Diseases [C] - Nervous System Diseases [C10],The primary objective of this study is to evaluate the longterm safety and tolerability of LCIG over 12 months in subjects with advanced levodopa-responsive PD and severe motor-fluctuations despite optimized treatment with available PD medications.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
23099,2006-005186-18,United Kingdom,UK - MHRA,2008-06-27,2012-09-20,Completed,Diseases [C] - Nervous System Diseases [C10],The primary objective of this study is to evaluate the longterm safety and tolerability of LCIG over 12 months in subjects with advanced levodopa-responsive PD and severe motor-fluctuations despite optimized treatment with available PD medications.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
23117,2006-005186-18,United Kingdom,Germany - BfArM,2008-11-13,2012-09-20,Completed,Diseases [C] - Nervous System Diseases [C10],The primary objective of this study is to evaluate the longterm safety and tolerability of LCIG over 12 months in subjects with advanced levodopa-responsive PD and severe motor-fluctuations despite optimized treatment with available PD medications.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
23126,2009-014392-51,Germany,Germany - BfArM,2009-11-03,2016-10-10,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],To evaluate long-term safety and tolerability. Specific emphasis will be on •effects on cardiac conduction during the titration of the study drug • long term blood pressure effects • viral infections • macular edema • dermatologic alterations,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
23142,2009-014392-51,Hungary,Hungary - National Institute of Pharmacy,2009-11-02,2016-10-10,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate long-term safety and tolerability. Specific emphasis will be on •effects on cardiac conduction during the titration of the study drug • long term blood pressure effects • viral infections • macular edema • dermatologic alterations,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
23161,2009-014392-51,Switzerland,Poland - Office for Medicinal Products,2009-11-23,2016-09-27,Completed,Diseases [C] - Nervous System Diseases [C10],To evaluate long-term safety and tolerability. Specific emphasis will be on •effects on cardiac conduction during the titration of the study drug • long term blood pressure effects • viral infections • macular edema • dermatologic alterations,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
23172,2009-014392-51,Switzerland,Finland - Fimea,2009-12-22,2016-10-10,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],To evaluate long-term safety and tolerability. Specific emphasis will be on •effects on cardiac conduction during the titration of the study drug • long term blood pressure effects • viral infections • macular edema • dermatologic alterations,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
23235,2010-023369-23,Netherlands,Spain - AEMPS,2011-11-03,2012-12-04,Completed,Diseases [C] - Nervous System Diseases [C10],"The primary objectives of this study are to investigate, with JNJ- 40411813 as monotherapy or as add-on to antipsychotics: - Safety and tolerability in subjects with schizophrenia; - Explore potent effect in subjects with schizophrenia Los objetivos principales de este estudio consisten en investigar las siguientes características en relación con JNJ 40411813 en monoterapia o añadido a antipsicóticos: La seguridad y la tolerabilidad en sujetos esquizofrénicos; La posible eficacia en sujetos esquizofrénicos;","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
23246,2010-023369-23,Netherlands,Belgium - FPS Health-DGM,2010-12-15,,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"The primary objectives of this study are to investigate, with JNJ-40411813 as monotherapy or as add-on to antipsychotics:  - Safety and tolerability in subjects with schizophrenia; - Explore potent effect in subjects with schizophrenia;","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
23262,2011-001952-12,Germany,Germany - BfArM,2011-08-08,2014-09-10,Completed,Diseases [C] - Nervous System Diseases [C10],"To evaluate the safety and tolerability of AFQ056 in adult patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs","Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
23266,2011-001952-12,United Kingdom,UK - MHRA,2011-09-21,2014-04-10,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To evaluate the safety and tolerability of AFQ056 in adult patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs","Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
23282,2010-023369-23,Netherlands,Germany - BfArM,2010-12-13,2012-12-05,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"The primary objectives of this study are to investigate, with JNJ-40411813 as monotherapy or as add-on to antipsychotics:  - Safety and tolerability in subjects with schizophrenia; - Explore potent effect in subjects with schizophrenia;","Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
23287,2011-001952-12,Italy,Italy - Italian Medicines Agency,2012-03-06,2014-04-10,Prematurely Ended,Diseases [C] - Nervous System Diseases [C10],"To evaluate the safety and tolerability of AFQ056 in adult patients with FXS as assessed by: • Incidence and severity of adverse events and serious adverse events • Changes in vital signs, laboratory assessments, and ECGs Valutare la sicurezza e tollerabilità di AFQ056 in pazienti adulti con FXS attraverso: • Incidenza e severità degli eventi avversi e degli eventi avversi seri • Variazioni dei segni vitali, esami di laboratorio e ECG","Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
23292,2011-001952-12,Spain,Spain - AEMPS,2012-02-01,2014-09-10,Completed,Diseases [C] - Nervous System Diseases [C10],"To evaluate the safety and tolerability of AFQ056 in adult patients with FXS as assessed by: -Incidence and severity of adverse events and serious adverse events -Changes in vital signs, laboratory assessments, and ECGs Evaluar la seguridad y tolerabilidad de AFQ056 en pacientes adultos con SXF según la evaluación de: -La incidencia y gravedad de los acontecimientos adversos y acontecimientos adversos graves. -Cambios en las constantes vitales, pruebas analíticas y ECG.","Safety, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
